sample_id_int,sample_id,label,label_orig,group_id,title,description,text,split
108202,agnews_train_108202,1,2,1,Yankees and Mets Swap Relievers (Reuters),Reuters - The New York Yankees and New\York Mets have reportedly agreed on a deal to swap lefthanded\relievers.,Yankees and Mets Swap Relievers (Reuters) Reuters - The New York Yankees and New\York Mets have reportedly agreed on a deal to swap lefthanded\relievers.,train
20961,agnews_train_020961,1,2,1,"Compete against your friends, SI experts and celebrities in this &lt;b&gt;...&lt;/b&gt;","MIAMI (Ticker) - Miami Dolphins fullback Rob Konrad underwent surgery to remove a bursal infection in his right thigh, the team announced on Tuesday.","Compete against your friends, SI experts and celebrities in this &lt;b&gt;...&lt;/b&gt; MIAMI (Ticker) - Miami Dolphins fullback Rob Konrad underwent surgery to remove a bursal infection in his right thigh, the team announced on Tuesday.",train
98763,agnews_train_098763,2,3,2,Internet sales growing strongly,"The value of UK online sales more than doubles, as a growing number of people choose to shop via the internet, data shows.","Internet sales growing strongly The value of UK online sales more than doubles, as a growing number of people choose to shop via the internet, data shows.",train
98350,agnews_train_098350,2,3,2,Hardie boycotts start to bite,"BOYCOTTS of James Hardie building products over the company #39;s handling of asbestos liabilities were beginning to hurt sales in Australia, the company said today.","Hardie boycotts start to bite BOYCOTTS of James Hardie building products over the company #39;s handling of asbestos liabilities were beginning to hurt sales in Australia, the company said today.",train
12449,agnews_train_012449,0,1,0,Russia finds evidence of blast on jet,"MOSCOW -- One of the two planes that crashed almost simultaneously in the Russian countryside this week fell apart in midair just moments after sending a distress signal, a senior official said yesterday, adding that the plane might have been destroyed by ","Russia finds evidence of blast on jet MOSCOW -- One of the two planes that crashed almost simultaneously in the Russian countryside this week fell apart in midair just moments after sending a distress signal, a senior official said yesterday, adding that the plane might have been destroyed by",train
76248,agnews_train_076248,2,3,2,Penny-Pinched (Forbes.com),"Forbes.com - Faced with a choice between quality and quantity, FAMILY DOLLAR (27, FDO) chose the latter. The decision isn't paying off. A fast-growing, 5,500-store retailer that sells most of its wares (food, housewares, toys) for less than  #36;10, Family Dollar suffers from  understocked and disheveled outlets.","Penny-Pinched (Forbes.com) Forbes.com - Faced with a choice between quality and quantity, FAMILY DOLLAR (27, FDO) chose the latter. The decision isn't paying off. A fast-growing, 5,500-store retailer that sells most of its wares (food, housewares, toys) for less than  #36;10, Family Dollar suffers from  understocked and disheveled outlets.",train
78992,agnews_train_078992,3,4,3,Internet service providers file more spam lawsuits,"In a second round of lawsuits announced on Thursday, four major US Internet service providers (ISPs) are taking on senders of e-mail spam and unwanted commercial messages sent via instant messaging.","Internet service providers file more spam lawsuits In a second round of lawsuits announced on Thursday, four major US Internet service providers (ISPs) are taking on senders of e-mail spam and unwanted commercial messages sent via instant messaging.",train
80519,agnews_train_080519,3,4,3,Nokia unveils near field communication product,"Nokia has unveiled the Nokia NFC (near field communication) shell, which allows consumers to access services and exchange information with a touch gesture using NFC technology - a technology that emerged from the combination of contactless identification ","Nokia unveils near field communication product Nokia has unveiled the Nokia NFC (near field communication) shell, which allows consumers to access services and exchange information with a touch gesture using NFC technology - a technology that emerged from the combination of contactless identification",train
13222,agnews_train_013222,0,1,0,2 Arrested in Alleged NYC Subway Bomb Plot,"NEW YORK - A U.S. citizen and a Pakistani national were arrested in an alleged plot to bomb a subway station in midtown Manhattan, and possibly other locations around the city, police said Saturday...","2 Arrested in Alleged NYC Subway Bomb Plot NEW YORK - A U.S. citizen and a Pakistani national were arrested in an alleged plot to bomb a subway station in midtown Manhattan, and possibly other locations around the city, police said Saturday...",train
35298,agnews_train_035298,1,2,1,Giants Clobber Astros 9-2 (AP),"AP - Barry Bonds praised his teammates for their clutch play while he's been busy walking all season, then watched them go out and do most of the work Tuesday night.","Giants Clobber Astros 9-2 (AP) AP - Barry Bonds praised his teammates for their clutch play while he's been busy walking all season, then watched them go out and do most of the work Tuesday night.",train
59929,agnews_train_059929,2,3,2,Carlyle Group:  It Never Joined Consortium,The Carlyle Group Wednesday said it was not part of a consortium that touted the Washington merchant bank's political ties in an attempt to win business collecting and managing billions of dollars owed to Kuwait by Iraq.,Carlyle Group:  It Never Joined Consortium The Carlyle Group Wednesday said it was not part of a consortium that touted the Washington merchant bank's political ties in an attempt to win business collecting and managing billions of dollars owed to Kuwait by Iraq.,train
2867,agnews_train_002867,2,3,2,Mortgage Applications Rise as Rates Ease," NEW YORK (Reuters) - New applications for U.S. home loans  rose last week while refinancings surged, as 30-year mortgage  interest rates fell to their lowest level in over four months,  an industry group said on Wednesday.","Mortgage Applications Rise as Rates Ease NEW YORK (Reuters) - New applications for U.S. home loans  rose last week while refinancings surged, as 30-year mortgage  interest rates fell to their lowest level in over four months,  an industry group said on Wednesday.",train
29170,agnews_train_029170,1,2,1,NHL to Lock Out Players on Thursday (AP),"AP - The National Hockey League is locking out its players starting Thursday, threatening to keep the sport off the ice for the entire 2004-05 season and perhaps beyond in an effort by management to gain massive change in the sport's economic structure.","NHL to Lock Out Players on Thursday (AP) AP - The National Hockey League is locking out its players starting Thursday, threatening to keep the sport off the ice for the entire 2004-05 season and perhaps beyond in an effort by management to gain massive change in the sport's economic structure.",train
4697,agnews_train_004697,2,3,2,US: Time Running Out in Airbus-Boeing Row," PARIS (Reuters) - The United States said on Tuesday it may  soon take legal action in a trade row over government help for  Airbus and Boeing, particularly as the European aircraft maker  was seeking support for a new project. Washington and Brussels  have so far resisted launching legal action at the World Trade  Organization (WTO) in their battle over allegations of illegal  subsidies to the aviation rivals, but that option may now be  just weeks away.","US: Time Running Out in Airbus-Boeing Row PARIS (Reuters) - The United States said on Tuesday it may  soon take legal action in a trade row over government help for  Airbus and Boeing, particularly as the European aircraft maker  was seeking support for a new project. Washington and Brussels  have so far resisted launching legal action at the World Trade  Organization (WTO) in their battle over allegations of illegal  subsidies to the aviation rivals, but that option may now be  just weeks away.",train
23927,agnews_train_023927,0,1,0,MS risk 'linked to birth month',"Children born in May have an increased risk of going on to develop multiple sclerosis, research has suggested.","MS risk 'linked to birth month' Children born in May have an increased risk of going on to develop multiple sclerosis, research has suggested.",train
46244,agnews_train_046244,3,4,3,A tiny critter #39;s day in the sun,"They produce as much organic carbon as all the rainforests on Earth, but they #39;re not plants. They live in hard shells and can survive for months in the dark, but they #39;re not animals.","A tiny critter #39;s day in the sun They produce as much organic carbon as all the rainforests on Earth, but they #39;re not plants. They live in hard shells and can survive for months in the dark, but they #39;re not animals.",train
97205,agnews_train_097205,3,4,3,Microsoft trademark troubles,"Two small browsers are very definitely chomping at Microsoft #39;s leg, rather than merely nipping at its heels. And now Savvysoft says Microsoft is demanding that it drop the name Excel from its TurboExcel product ","Microsoft trademark troubles Two small browsers are very definitely chomping at Microsoft #39;s leg, rather than merely nipping at its heels. And now Savvysoft says Microsoft is demanding that it drop the name Excel from its TurboExcel product",train
